id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
232,81,201240,FALSE,0.672,0.655,10,-5.021,0,0.0311,0.0362,0,0.117,0.556,134.945,4,rock
233,0,128226,FALSE,0.717,0.283,2,-8.335,1,0.0778,0.798,0,0.293,0.935,120.794,4,jazz
234,1,175373,FALSE,0.765,0.63,7,-9.751,1,0.0304,0.0467,3.06e-5,0.223,0.963,113.967,4,rock
235,0,377746,FALSE,0.636,0.67,9,-10.958,1,0.257,0.582,0,0.0453,0.572,115.577,4,rock
236,2,153190,FALSE,0.604,0.741,2,-5.571,1,0.0475,0.178,3.49e-5,0.409,0.473,153.947,4,pop
237,41,195533,FALSE,0.698,0.532,4,-8.513,1,0.032,0.226,0.00425,0.0684,0.394,105.909,4,jazz
238,0,210520,FALSE,0.563,0.383,2,-7.544,0,0.0322,0.283,2.59e-6,0.127,0.358,173.98,3,rock
239,0,194706,FALSE,0.598,0.447,8,-7.932,1,0.0404,0.224,0,0.0704,0.365,123.855,4,jazz
240,2,182506,FALSE,0.678,0.698,7,-4.57,1,0.0587,0.00214,4.94e-6,0.0945,0.812,192.005,4,pop
241,1,216760,FALSE,0.68,0.711,9,-6.371,1,0.0414,0.0918,0,0.241,0.571,127.436,4,rock
242,55,299493,FALSE,0.343,0.318,5,-14.901,1,0.0312,0.336,0.158,0.17,0.11,81.993,4,jazz
243,0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,jazz
244,0,210733,FALSE,0.302,0.0455,8,-15.532,1,0.0414,0.987,6.05e-4,0.229,0.122,73.146,5,jazz
245,0,149826,FALSE,0.58,0.0545,9,-14.594,0,0.0473,0.963,2.65e-4,0.0967,0.177,123.341,4,jazz
246,0,147293,FALSE,0.647,0.252,6,-11.93,0,0.0557,0.6,0,0.3,0.72,131.793,4,jazz
247,59,156000,FALSE,0.687,0.201,7,-9.523,0,0.301,0.619,0.917,0.0896,0.32,158.7,4,jazz
248,86,233712,FALSE,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,4,pop
249,72,341054,FALSE,0.562,0.519,3,-8.744,1,0.0326,0.557,2.68e-4,0.172,0.415,122.925,4,pop
250,0,151333,FALSE,0.771,0.158,6,-10.374,0,0.0621,0.895,0,0.144,0.504,130.072,4,jazz
251,68,179375,FALSE,0.727,0.672,1,-4.782,0,0.0426,0.181,0,0.189,0.135,94.006,4,pop
252,0,210500,FALSE,0.543,0.595,11,-8.61,0,0.0477,0.0432,2.47e-4,0.101,0.338,122.052,4,rock
253,0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock
254,1,302346,FALSE,0.755,0.454,9,-9.609,0,0.0352,0.757,0,0.236,0.33,120.06,4,rock
255,1,354933,FALSE,0.695,0.583,2,-8.265,0,0.0303,0.157,7.61e-5,0.0576,0.96,124.61,4,rock
256,1,242640,FALSE,0.66,0.752,6,-5.839,1,0.0487,0.251,0.00398,0.322,0.934,159.684,4,rock
257,37,254293,FALSE,0.609,0.428,4,-11.821,1,0.0509,0.754,1.04e-5,0.108,0.521,76.867,4,jazz
258,2,171880,TRUE,0.709,0.56,4,-4.867,0,0.171,0.034,0,0.315,0.541,170.082,4,pop
259,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
260,0,173381,FALSE,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,4,rock
261,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
262,1,232128,FALSE,0.595,0.459,11,-9.413,1,0.0461,0.571,1.65e-4,0.101,0.272,129.661,4,pop
263,71,189120,FALSE,0.601,0.757,2,-3.341,1,0.028,0.0139,8.85e-5,0.0727,0.462,82.001,4,rock
264,43,248450,FALSE,0.742,0.692,4,-9.267,0,0.237,0.464,1.39e-5,0.0951,0.628,149.949,4,pop
265,0,201893,FALSE,0.683,0.796,11,-4.179,1,0.0284,0.112,0,0.197,0.533,90.031,4,rock
266,0,143026,FALSE,0.499,0.304,0,-11.543,1,0.0632,0.81,0,0.0546,0.521,129.321,4,jazz
267,78,270000,FALSE,0.557,0.794,11,-5.698,0,0.2,0.179,0,0.106,0.432,91.366,4,pop
268,0,121160,FALSE,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4,rock
269,0,121026,FALSE,0.446,0.214,1,-15.215,1,0.0326,0.885,1.46e-6,0.052,0.741,133.436,4,jazz
270,1,231207,FALSE,0.478,0.536,10,-7.915,1,0.0319,0.631,1.02e-4,0.145,0.256,116.826,4,rock
271,0,180797,FALSE,0.379,0.849,0,-5.747,1,0.0747,3.44e-5,0.00224,0.298,0.584,146.841,4,rock
272,60,297320,FALSE,0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,4,jazz
273,38,62093,FALSE,0.629,0.124,9,-22.22,1,0.0366,0.812,4.83e-6,0.102,0.796,85.258,4,jazz
274,0,180211,FALSE,0.533,0.831,5,-3.696,1,0.0609,0.00804,0,0.0975,0.741,96.091,4,rock
275,0,143093,FALSE,0.699,0.726,7,-5.364,1,0.0726,0.575,0,0.655,0.877,119.185,4,jazz
276,70,119880,FALSE,0.598,0.571,8,-12.616,0,0.139,0.704,0,0.513,0.962,173.141,4,jazz
277,53,287573,FALSE,0.78,0.46,6,-7.516,1,0.0851,0.455,1.41e-4,0.061,0.788,124.007,4,rock
278,42,191173,FALSE,0.544,0.337,10,-9.846,1,0.0653,0.357,6.34e-5,0.085,0.667,192.685,4,rock
279,74,237586,FALSE,0.541,0.977,4,-2.828,0,0.157,0.00321,5.13e-5,0.0796,0.263,134.938,4,rock
280,0,221826,FALSE,0.362,0.265,8,-10.084,1,0.0355,0.94,0,0.107,0.224,76.404,4,rock
281,78,310333,FALSE,0.529,0.843,6,-6.908,0,0.0616,0.0628,8.27e-4,0.0608,0.188,117.662,4,rock
282,66,70434,FALSE,0.711,0.346,7,-10.162,1,0.0291,0.766,0,0.212,0.771,91.993,4,pop
283,3,286973,FALSE,0.723,0.617,11,-8.312,1,0.0301,0.566,0,0.252,0.677,100.015,4,rock
284,72,200991,FALSE,0.718,0.382,7,-8.237,1,0.0466,0.585,0,0.128,0.499,87.029,4,pop
285,86,176658,FALSE,0.527,0.835,6,-5.298,1,0.0433,0.0166,0,0.249,0.654,125.983,4,pop
286,84,292880,FALSE,0.502,0.89,4,-5.175,1,0.0364,1.47e-4,0.0117,0.217,0.259,133.52,4,rock
287,67,254351,FALSE,0.73,0.656,11,-5.07,1,0.0294,0.00797,0.00271,0.108,0.743,131.04,4,pop
288,65,245016,FALSE,0.531,0.79,10,-7.213,1,0.234,0.281,0,0.301,0.339,79.942,4,pop
289,48,199263,FALSE,0.754,0.802,9,-6.424,1,0.0551,0.0349,0,0.335,0.583,122.026,4,rock
290,0,143226,FALSE,0.684,0.491,0,-7.655,1,0.0361,0.71,0,0.144,0.4,117.916,4,rock
291,0,260808,FALSE,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,rock
292,64,206826,FALSE,0.584,0.0789,0,-12.905,1,0.051,0.884,0.00705,0.0876,0.319,70.886,4,jazz
293,0,151333,FALSE,0.771,0.158,6,-10.374,0,0.0621,0.895,0,0.144,0.504,130.072,4,jazz
294,83,171743,FALSE,0.656,0.436,8,-11.141,1,0.0744,0.845,0,0.221,0.196,109.239,4,pop
295,44,239151,FALSE,0.591,0.309,4,-11.087,0,0.0287,0.704,0.0122,0.102,0.257,71.573,4,rock
296,0,206696,FALSE,0.741,0.695,1,-5.341,1,0.0454,0.021,0,0.0922,0.861,134.032,4,pop
297,93,240400,FALSE,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,4,pop
298,0,253626,FALSE,0.44,0.838,9,-6.196,1,0.0423,0.0956,0,0.473,0.619,138.908,4,rock
299,0,176699,FALSE,0.568,0.505,0,-8.041,1,0.128,0.676,1.67e-5,0.516,0.692,149.439,4,jazz
300,68,332702,FALSE,0.556,0.521,6,-10.811,1,0.0321,0.632,5.82e-4,0.102,0.355,127.956,4,pop
301,0,205280,FALSE,0.736,0.722,10,-5.908,0,0.0753,0.384,7.36e-5,0.137,0.448,112.921,4,jazz
302,0,240000,FALSE,0.657,0.3,8,-13.762,1,0.0357,0.914,0.862,0.166,0.42,100.001,4,jazz
303,0,171773,FALSE,0.596,0.315,8,-9.175,1,0.0428,0.961,0,0.258,0.64,119.935,4,jazz
304,82,175426,FALSE,0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,4,rock
305,2,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-6,0.316,0.344,75.25,1,pop
306,39,195186,FALSE,0.458,0.655,4,-6.856,0,0.0318,0.516,0,0.203,0.38,80.174,4,jazz
307,64,371112,FALSE,0.603,0.453,2,-8.501,1,0.0307,0.45,0,0.092,0.384,135.028,4,pop
308,0,182666,FALSE,0.693,0.257,6,-7.785,1,0.0356,0.869,0,0.11,0.603,90.014,4,jazz
309,2,221760,FALSE,0.798,0.857,6,-3.748,1,0.105,0.0519,4.99e-5,0.142,0.581,102.998,4,pop
310,0,171773,FALSE,0.596,0.315,8,-9.175,1,0.0428,0.961,0,0.258,0.64,119.935,4,jazz
311,78,214240,FALSE,0.532,0.495,10,-6.662,1,0.0343,0.659,0,0.0754,0.308,124.936,4,rock
312,0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,jazz
313,63,170213,FALSE,0.505,0.465,0,-6.599,1,0.0566,0.461,0,0.169,0.555,141.884,4,jazz
314,0,134973,FALSE,0.728,0.333,9,-16.162,1,0.0791,0.69,0,0.0653,0.399,111.673,4,jazz
315,0,147720,FALSE,0.499,0.295,5,-11.782,1,0.0287,0.794,0,0.0829,0.323,154.938,3,rock
316,0,132732,FALSE,0.464,0.642,5,-3.656,1,0.032,0.0189,0,0.0957,0.828,151.592,4,pop
317,41,233042,FALSE,0.437,0.479,6,-5.698,0,0.0326,0.841,0,0.185,0.308,141.49,4,jazz
318,0,134239,FALSE,0.707,0.955,10,-4.593,0,0.222,0.127,0,0.203,0.575,125.993,4,pop
319,2,271786,FALSE,0.36,0.381,1,-8.666,1,0.0488,0.59,5.1e-5,0.0846,0.346,198.154,3,jazz
320,63,141133,FALSE,0.438,0.00756,0,-26.44,0,0.0382,0.941,0.00643,0.109,0.277,133.32,4,jazz
321,40,328906,FALSE,0.708,0.786,1,-6.729,1,0.0513,0.186,0.00216,0.118,0.675,113.034,4,jazz
322,39,238706,FALSE,0.62,0.624,5,-10.496,1,0.0753,0.885,0.0651,0.246,0.711,88.219,4,jazz
323,65,191173,FALSE,0.544,0.337,10,-9.846,1,0.0653,0.357,6.34e-5,0.085,0.667,192.685,4,rock
324,84,208400,FALSE,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,rock
325,0,180933,FALSE,0.523,0.319,2,-11.024,1,0.0388,0.839,1.75e-5,0.118,0.398,75.458,4,jazz
326,1,255693,TRUE,0.636,0.708,6,-7.057,1,0.0512,0.0818,0,0.117,0.662,94.987,4,rock
327,2,230933,FALSE,0.5,0.887,7,-3.74,1,0.0726,0.00467,0,0.114,0.631,162.003,4,rock
328,67,260590,FALSE,0.572,0.541,5,-6.45,1,0.0245,0.759,0,0.111,0.266,87.01,4,pop
329,0,231124,FALSE,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,4,pop
330,69,196520,FALSE,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94e-5,0.0943,0.672,101.003,4,pop
331,69,155172,FALSE,0.532,0.603,10,-7.575,1,0.0545,0.756,0,0.323,0.431,173.955,4,pop
332,86,216410,FALSE,0.362,0.54,10,-6.031,1,0.0528,0.338,0,0.139,0.3,78.007,3,pop
333,53,191052,FALSE,0.444,0.836,6,-4.183,1,0.106,0.205,9.37e-4,0.097,0.272,151.985,4,jazz
334,67,206639,FALSE,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-6,0.341,0.363,94.775,3,jazz
335,38,238426,FALSE,0.579,0.608,7,-5.628,1,0.0265,0.347,0.00224,0.11,0.398,95.979,4,jazz
336,40,210012,FALSE,0.569,0.335,11,-13.637,0,0.0322,0.802,0.018,0.0834,0.388,127.587,4,rock
337,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
338,0,238000,FALSE,0.575,0.821,0,-5.699,1,0.0533,0.184,0,0.124,0.473,118.025,4,rock
339,46,309173,FALSE,0.457,0.542,2,-13.463,0,0.0411,0.76,0,0.43,0.691,81.408,4,jazz
340,63,360880,FALSE,0.766,0.438,4,-13.101,0,0.164,0.0303,9.1e-6,0.0862,0.331,82.013,4,pop
341,62,181493,FALSE,0.723,0.0811,0,-14.113,1,0.0631,0.779,0,0.509,0.36,88.044,4,jazz
342,73,179325,FALSE,0.706,0.674,9,-5.932,1,0.044,0.3,0,0.202,0.359,83.001,4,pop
343,2,277960,FALSE,0.43,0.375,11,-9.949,1,0.0289,0.374,0.376,0.316,0.189,128.791,4,rock
344,0,192420,FALSE,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz
345,0,194506,FALSE,0.511,0.714,9,-6.414,1,0.0368,0.0504,0.56,0.105,0.521,98.008,4,rock
346,0,68760,FALSE,0.684,0.437,9,-10.522,1,0.0491,0.742,1.63e-5,0.224,0.964,107.607,4,jazz
347,0,141146,FALSE,0.257,0.217,5,-11.745,1,0.0279,0.636,5.92e-6,0.268,0.203,92.202,4,jazz
348,84,178626,TRUE,0.778,0.317,1,-10.732,0,0.334,0.592,0,0.0881,0.327,140.048,4,pop
349,0,171880,TRUE,0.709,0.56,4,-4.867,0,0.171,0.034,0,0.315,0.541,170.082,4,pop
350,0,240146,FALSE,0.523,0.322,0,-8.957,1,0.0285,0.535,0,0.132,0.3,126.002,4,rock
351,0,225160,FALSE,0.401,0.368,7,-10.511,1,0.0452,0.822,0,0.0674,0.681,159.844,4,jazz
352,0,146826,FALSE,0.458,0.293,0,-13.331,0,0.0295,0.397,0,0.129,0.578,86.482,4,jazz
353,0,140506,FALSE,0.29,0.178,5,-13.97,1,0.0294,0.884,0,0.15,0.214,130.643,5,jazz
354,40,214426,FALSE,0.321,0.507,0,-10.673,0,0.0543,0.88,1.05e-6,0.314,0.467,114.23,4,jazz
355,68,178604,FALSE,0.77,0.824,1,-6.491,0,0.0851,0.485,0,0.318,0.49,172.006,4,pop
356,0,208573,FALSE,0.45,0.181,10,-11.417,1,0.0406,0.896,1.09e-6,0.11,0.196,115.443,4,pop
357,0,307866,FALSE,0.537,0.77,11,-6.943,1,0.0443,0.285,0.00294,0.0978,0.611,136.82,4,rock
358,0,220500,FALSE,0.551,0.309,10,-11.309,1,0.0268,0.473,0,0.103,0.307,87.99,4,jazz
359,78,262623,TRUE,0.668,0.902,2,-3.924,1,0.0386,0.169,8.74e-5,0.198,0.913,119.008,4,rock
360,73,194285,FALSE,0.445,0.28,10,-12.668,1,0.0275,0.819,1.29e-5,0.111,0.299,104.743,4,pop
361,66,173973,FALSE,0.788,0.605,1,-5.586,1,0.0578,0.00899,0.00275,0.318,0.427,103.94,4,pop
362,3,260808,FALSE,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,rock
363,1,261706,FALSE,0.649,0.709,1,-7.989,1,0.0802,0.0212,0,0.0732,0.605,83.975,4,rock
364,0,214520,FALSE,0.505,0.892,6,-5.633,0,0.139,0.00162,0.00177,0.148,0.629,154.004,4,rock
365,0,192420,FALSE,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz
366,0,224906,FALSE,0.321,0.09,0,-21.296,0,0.0321,0.838,0.00266,0.0998,0.157,65.825,4,jazz
367,0,148485,FALSE,0.704,0.797,0,-5.927,1,0.0475,0.0826,7.45e-4,0.0546,0.825,139.994,4,rock
368,0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock
369,31,245000,FALSE,0.42,0.341,0,-8.075,1,0.0325,0.942,0.00123,0.105,0.193,107.862,4,pop
370,0,203906,FALSE,0.409,0.71,6,-6.215,1,0.0398,0.15,0.285,0.171,0.376,107.566,4,jazz
371,1,154446,FALSE,0.594,0.643,5,-9.078,0,0.066,0.0112,0.00156,0.447,0.668,166.004,4,jazz
372,85,238640,TRUE,0.515,0.43,7,-9.935,1,0.0372,0.0097,1.33e-4,0.129,0.104,91.844,4,rock
373,80,180055,FALSE,0.65,0.306,9,-9.443,1,0.0393,0.57,7.07e-6,0.0707,0.605,118.068,4,rock
374,77,204013,FALSE,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,4,rock
375,0,374240,FALSE,0.592,0.909,6,-5.887,0,0.051,0.0149,0.177,0.0571,0.479,116.433,4,rock
376,0,361946,FALSE,0.651,0.567,5,-5.941,0,0.0317,0.0934,0.00991,0.124,0.138,108.953,4,pop
377,0,144066,FALSE,0.637,0.572,11,-6.913,0,0.107,0.113,0,0.0645,0.615,138.177,4,rock
378,79,208760,FALSE,0.636,0.676,2,-3.442,1,0.0263,0.0807,0,0.0831,0.273,113.98,4,rock
379,0,236160,FALSE,0.453,0.655,9,-4.22,1,0.0257,0.0794,7.06e-6,0.0849,0.366,172.01,4,rock
380,76,254400,FALSE,0.854,0.611,8,-6.26,0,0.0864,0.223,0,0.119,0.417,100.024,4,pop
381,48,176035,FALSE,0.75,0.284,7,-12.079,1,0.0766,0.899,1.09e-4,0.273,0.593,119.962,4,jazz
382,0,212866,FALSE,0.449,0.411,4,-9.189,1,0.0329,0.742,0.101,0.112,0.109,149.911,4,rock
383,6,196373,FALSE,0.673,0.664,4,-5.382,0,0.177,0.376,0,0.111,0.586,174.972,4,pop
384,0,173040,FALSE,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4,rock
385,2,377746,FALSE,0.636,0.67,9,-10.958,1,0.257,0.582,0,0.0453,0.572,115.577,4,rock
386,0,272733,FALSE,0.571,0.836,0,-5.556,1,0.0371,0.194,4.09e-6,0.182,0.73,141.612,4,rock
387,0,195560,FALSE,0.743,0.621,0,-10.742,1,0.0651,0.465,0,0.108,0.865,90.384,4,rock
388,84,169265,TRUE,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,4,pop
389,0,180200,FALSE,0.25,0.228,3,-14.186,1,0.0364,0.811,1.66e-4,0.199,0.198,90.001,4,jazz
390,5,263400,FALSE,0.598,0.448,8,-6.312,1,0.0232,0.162,0,0.106,0.168,95.009,3,pop
391,74,308459,FALSE,0.516,0.481,0,-9.234,1,0.0433,0.819,2.87e-6,0.0893,0.212,138.997,4,pop
392,82,266960,FALSE,0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-5,0.332,0.224,160.9,4,rock
393,0,203906,FALSE,0.614,0.699,6,-6.238,1,0.0315,0.14,0.252,0.115,0.431,107.552,4,jazz
394,1,218866,FALSE,0.611,0.786,9,-11.856,0,0.0841,0.227,0.836,0.168,0.917,180.773,4,rock
395,0,166440,FALSE,0.375,0.139,9,-19.789,0,0.0324,0.977,8.61e-6,0.0984,0.0878,75.993,3,jazz
396,85,189486,FALSE,0.775,0.327,11,-7.241,1,0.0557,0.841,0,0.0821,0.595,91.05,4,pop
397,64,171250,FALSE,0.741,0.447,2,-9.609,1,0.104,0.568,0,0.127,0.619,89.993,4,pop
398,1,268040,FALSE,0.27,0.577,0,-8.195,1,0.0573,0.755,0.123,0.139,0.362,170.254,4,jazz
399,0,176699,FALSE,0.568,0.505,0,-8.041,1,0.128,0.676,1.67e-5,0.516,0.692,149.439,4,jazz
400,39,186642,FALSE,0.771,0.664,8,-3.825,1,0.0443,0.172,1.14e-4,0.0926,0.672,96.965,4,jazz
401,56,210280,FALSE,0.655,0.499,0,-10.039,0,0.0433,0.569,0.763,0.111,0.255,140.022,4,jazz
402,0,197866,FALSE,0.475,0.347,5,-6.538,1,0.213,0.776,1.2e-4,0.113,0.285,175.2,3,jazz
403,71,195616,FALSE,0.742,0.911,8,-2.812,1,0.0572,0.0137,8.1e-4,0.0593,0.78,101,4,pop
404,0,196213,FALSE,0.601,0.703,7,-6.24,1,0.0379,0.175,8.4e-5,0.571,0.673,106.164,4,rock
405,0,184390,FALSE,0.692,0.883,7,-4.698,1,0.0582,0.0512,0,0.228,0.614,122.984,4,pop
406,67,194857,FALSE,0.837,0.575,5,-7.971,0,0.127,0.0361,7.23e-6,0.457,0.655,105.015,4,pop
407,77,350011,FALSE,0.43,0.612,10,-5.534,0,0.0392,0.432,2.29e-6,0.0955,0.241,85.959,4,pop
408,83,238805,FALSE,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-6,0.0921,0.531,80.87,4,pop
409,0,216386,FALSE,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-5,0.0974,0.515,140.182,4,rock
410,0,171066,FALSE,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4,rock
411,66,222302,FALSE,0.643,0.513,10,-7.355,0,0.0253,0.832,8.52e-4,0.143,0.25,95.976,4,pop
412,68,263152,FALSE,0.631,0.631,6,-6.934,1,0.0307,0.693,0,0.133,0.697,89.975,4,pop
413,37,197373,FALSE,0.334,0.332,8,-7.029,1,0.0261,0.918,0.00236,0.366,0.429,97.086,4,jazz
414,65,203096,FALSE,0.643,0.28,10,-13.774,1,0.0332,0.965,0.867,0.107,0.0865,108.046,4,jazz
415,38,234133,FALSE,0.762,0.886,10,-3.816,0,0.0407,0.402,0,0.04,0.967,102.059,4,jazz
416,2,230826,FALSE,0.755,0.844,5,-6.234,0,0.326,0.328,8.8e-6,0.555,0.745,171.867,4,pop
417,0,249626,FALSE,0.52,0.775,0,-5.803,1,0.0348,0.034,0,0.364,0.383,136.02,4,rock
418,0,185266,FALSE,0.413,0.0417,1,-19.916,1,0.035,0.948,0,0.12,0.225,100.098,1,jazz
419,83,164952,FALSE,0.759,0.459,8,-5.187,1,0.0948,0.00323,0,0.0788,0.695,109.997,4,pop
420,0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock
421,68,242322,FALSE,0.392,0.574,5,-5.744,1,0.0336,0.627,0,0.532,0.446,65.528,4,pop
422,0,231266,FALSE,0.796,0.667,5,-4.831,0,0.0392,0.381,0,0.221,0.754,97.988,4,rock
423,0,125613,FALSE,0.758,0.451,6,-8.001,1,0.0375,0.75,0,0.0503,0.737,122.912,4,jazz
424,0,187146,FALSE,0.601,0.824,0,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock
425,67,233630,FALSE,0.512,0.695,4,-6.349,1,0.0271,0.0265,0.00815,0.146,0.351,145.957,4,rock
426,2,291986,FALSE,0.312,0.528,10,-7.324,0,0.0333,0.267,3.88e-6,0.0369,0.397,201.13,4,rock
427,88,230746,FALSE,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79e-5,0.366,0.537,126.011,4,pop
428,86,168601,TRUE,0.695,0.54,4,-5.692,1,0.0493,0.299,0,0.367,0.415,121.932,4,pop
429,0,124040,FALSE,0.558,0.341,9,-8.722,0,0.0452,0.727,0,0.0601,0.638,138.656,3,jazz
430,66,153002,FALSE,0.59,0.632,7,-7.996,1,0.0376,0.301,0,0.169,0.345,110,4,pop
431,0,175280,FALSE,0.595,0.318,7,-7.181,1,0.036,0.951,1.11e-6,0.28,0.536,112.718,4,jazz
432,0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,jazz
433,0,192373,FALSE,0.525,0.0623,1,-16.836,1,0.05,0.994,0.157,0.106,0.17,91.205,3,jazz
434,0,137986,FALSE,0.334,0.381,5,-10.121,1,0.0317,0.74,3.63e-6,0.133,0.191,107.156,3,jazz
435,0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,jazz
436,0,377013,FALSE,0.624,0.81,1,-8.307,1,0.039,0.00269,0.0186,0.169,0.271,127.989,4,pop
437,0,224506,FALSE,0.592,0.541,7,-8.703,1,0.0533,0.655,0.00157,0.159,0.54,95.728,4,jazz
438,67,252160,FALSE,0.659,0.665,8,-8.181,0,0.0266,0.456,4.86e-4,0.0898,0.692,93.012,4,pop
439,67,234374,FALSE,0.48,0.615,2,-6.006,0,0.0328,0.547,0,0.139,0.33,79.948,4,pop
440,98,175238,TRUE,0.561,0.965,7,-3.673,0,0.0343,0.00383,7.07e-6,0.371,0.304,128.04,4,pop
441,0,192373,FALSE,0.525,0.0623,1,-16.836,1,0.05,0.994,0.157,0.106,0.17,91.205,3,jazz
442,42,259853,FALSE,0.715,0.446,4,-10.232,1,0.0346,0.333,0.0772,0.113,0.59,145.015,4,jazz
443,68,181176,FALSE,0.786,0.667,5,-8.272,1,0.054,0.0112,0.053,0.074,0.688,102.046,4,pop
444,39,235199,FALSE,0.768,0.485,1,-13.449,0,0.0685,0.142,1.92e-6,0.269,0.838,115.866,4,jazz
445,4,238940,TRUE,0.847,0.59,7,-6.301,1,0.133,0.059,0,0.0822,0.595,97.014,4,pop
446,0,200461,FALSE,0.43,0.543,8,-6.296,1,0.0367,0.463,5.23e-4,0.0928,0.354,143.912,4,jazz
447,0,237146,FALSE,0.773,0.691,9,-4.539,1,0.0268,0.655,2.77e-6,0.111,0.529,106.988,4,rock
448,0,253626,FALSE,0.44,0.838,9,-6.196,1,0.0423,0.0956,0,0.473,0.619,138.908,4,rock
449,0,208626,FALSE,0.664,0.783,9,-6.602,0,0.0321,0.00531,0.327,0.0245,0.976,100.204,4,rock
450,69,273228,FALSE,0.828,0.707,8,-9.517,1,0.362,0.303,0,0.0646,0.441,141.096,3,pop
451,2,244004,FALSE,0.625,0.562,0,-5.828,0,0.0289,0.149,1.67e-5,0.109,0.229,93.998,4,rock
452,0,149306,FALSE,0.605,0.497,1,-6.676,1,0.0319,0.727,3.95e-5,0.102,0.72,126.014,4,jazz
453,0,238653,FALSE,0.321,0.909,11,-4.612,1,0.041,1.62e-5,0.139,0.0442,0.209,109.653,3,rock
454,18,216199,FALSE,0.673,0.902,5,-6.512,0,0.0342,0.0161,0.00795,0.141,0.618,129.024,4,pop
455,0,245510,FALSE,0.231,0.158,7,-11.508,1,0.0297,0.745,0,0.123,0.204,106.031,3,rock
456,4,213436,FALSE,0.825,0.345,9,-6.018,0,0.0372,0.601,0,0.121,0.506,116.072,4,pop
457,0,232786,FALSE,0.396,0.44,0,-9.062,1,0.0459,0.915,5.1e-5,0.697,0.18,105.145,4,jazz
458,59,229963,FALSE,0.459,0.267,0,-8.948,1,0.0294,0.807,0,0.119,0.342,63.378,4,jazz
459,0,207616,FALSE,0.611,0.61,4,-6.745,1,0.0314,0.0186,0,0.125,0.242,123.943,4,rock
460,2,119786,FALSE,0.649,0.466,7,-8.308,1,0.0428,0.865,0,0.0882,0.699,151.251,4,jazz
461,0,69000,FALSE,0.635,0.393,9,-10.889,1,0.0394,0.652,0,0.0845,0.97,107.172,4,jazz
462,1,250626,FALSE,0.527,0.89,0,-3.335,1,0.0338,0.0678,1.62e-4,0.222,0.818,122.494,4,rock
463,0,131760,FALSE,0.62,0.309,5,-9.209,1,0.0495,0.788,0,0.146,0.664,145.363,4,rock
